# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
MEM.ramMinusFileMappingsBytes,1788182344296000000,1788182404331000000,645681152
JVM.threadCount,1788182344296000000,1788182404331000000,55
JVM.usedHeapBytes,1788182344296000000,1788182404331000000,493617176
JVM.totalBytesAllocated,1788182344296000000,1788182404331000000,18645768
JVM.committedHeapBytes,1788182344296000000,1788182404331000000,752877568
VFS.cache.directoriesCreated,1788182404331000000,1788182464279000000,1
VFS.cache.segmentsCreated,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsReadSize,1788182404331000000,1788182464279000000,0
VFS.fileChildByName,1788182404331000000,1788182464279000000,1612
VFS.cache.segments,1788182404331000000,1788182464279000000,8.0
FileNameCache.totalMisses,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsStoredSize,1788182404331000000,1788182464279000000,0
VFS.rootsCount,1788182404331000000,1788182464279000000,9.0
VFS.contentStorage.recordsRead,1788182404331000000,1788182464279000000,0
VFS.invertedFileNameIndex.requests,1788182404331000000,1788182464279000000,0
VFS.fileByIdCache.misses,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsUncompressedSize,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsDeduplicated,1788182404331000000,1788182464279000000,0
VFS.folderCaseSensitivityReads,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsReadDecompressed,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsStored,1788182404331000000,1788182464279000000,0
VFS.cache.filesCreated,1788182404331000000,1788182464279000000,26
FileNameCache.queries,1788182404331000000,1788182464279000000,0
VFS.contentStorage.recordsStoredCompressed,1788182404331000000,1788182464279000000,0
VFS.fileByIdCache.hits,1788182404331000000,1788182464279000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1788182404331000000,1788182464279000000,69062
DirectByteBufferAllocator.disposed,1788182404331000000,1788182464279000000,268
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788182404331000000,1788182464279000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788182404331000000,1788182464279000000,0
FilePageCache.maxRegisteredFiles,1788182404331000000,1788182464279000000,685
StreamlinedBlobStorage.recordsDeleted,1788182404331000000,1788182464279000000,0
FilePageCache.pageLoads,1788182404331000000,1788182464279000000,1
StreamlinedBlobStorage.recordsRelocated,1788182404331000000,1788182464279000000,0
MappedFileStorage.totalPagesMapped,1788182404331000000,1788182464279000000,16
StreamlinedBlobStorage.recordsAllocated,1788182404331000000,1788182464279000000,0
FilePageCache.totalPageLoadsUs,1788182404331000000,1788182464279000000,1415
FilePageCache.pageLoadsAboveSizeThreshold,1788182404331000000,1788182464279000000,0
FilePageCache.capacityInBytes,1788182404331000000,1788182464279000000,629145600
FilePageCache.maxCacheSizeInBytes,1788182404331000000,1788182464279000000,278937600
FilePageCache.disposedBuffers,1788182404331000000,1788182464279000000,268
MappedFileStorage.totalBytesMapped,1788182404331000000,1788182464279000000,202637312
FilePageCache.uncachedFileAccess,1788182404331000000,1788182464279000000,3
FileChannelInterruptsRetryer.totalRetriedAttempts,1788182404331000000,1788182464279000000,0
FilePageCache.pageHits,1788182404331000000,1788182464279000000,0
MappedFileStorage.storages,1788182404331000000,1788182464279000000,16
FilePageCache.totalPageDisposalsUs,1788182404331000000,1788182464279000000,24
DirectByteBufferAllocator.misses,1788182404331000000,1788182464279000000,1
StorageLockContext.competingThreads.avg,1788182404331000000,1788182464279000000,0.0
StorageLockContext.competingThreads.90P,1788182404331000000,1788182464279000000,0
DirectByteBufferAllocator.hits,1788182404331000000,1788182464279000000,0
FilePageCache.pageFastCacheHits,1788182404331000000,1788182464279000000,42
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788182404331000000,1788182464279000000,0
DirectByteBufferAllocator.reclaimed,1788182404331000000,1788182464279000000,42
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788182404331000000,1788182464279000000,41959424
StorageLockContext.competingThreads.max,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1788182404331000000,1788182464279000000,0
workspaceModel.check.recursive.update.ms,1788182404331000000,1788182464279000000,0
workspaceModel.updates.count,1788182404331000000,1788182464279000000,0
workspaceModel.full.replace.project.model.ms,1788182404331000000,1788182464279000000,9
workspaceModel.pre.handlers.ms,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1788182404331000000,1788182464279000000,3
workspaceModel.init.bridges.ms,1788182404331000000,1788182464279000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1788182404331000000,1788182464279000000,7
workspaceModel.workspaceFileIndexData.markDirty.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValue.total.get.count,1788182404331000000,1788182464279000000,2
workspaceModel.to.snapshot.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValue.calculated.count,1788182404331000000,1788182464279000000,1
workspaceModel.cachedValueWithParameters.calculated.count,1788182404331000000,1788182464279000000,0
workspaceModel.updates.precise.ms,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.instances.count,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.on.changed.ms,1788182404331000000,1788182464279000000,1
workspaceModel.replace.project.model.ms,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValue.from.cache.count,1788182404331000000,1788182464279000000,1
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValue.clear.count,1788182404331000000,1788182464279000000,0
workspaceModel.collect.changes.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1788182404331000000,1788182464279000000,0
workspaceModel.loading.total.ms,1788182404331000000,1788182464279000000,0
workspaceModel.loading.from.cache.ms,1788182404331000000,1788182464279000000,0
workspaceModel.updates.ms,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.init.ms,1788182404331000000,1788182464279000000,0
workspaceModel.initializing.ms,1788182404331000000,1788182464279000000,0
workspaceModel.cachedValueWithParameters.clear.count,1788182404331000000,1788182464279000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1788182404331000000,1788182464279000000,0
workspaceModel.on.before.changed.ms,1788182404331000000,1788182464279000000,2
workspaceModel.update.unloaded.entities.ms,1788182404331000000,1788182464279000000,0
cacheStateStorage.set.duration,1788182404331000000,1788182464279000000,3
cacheStateStorage.get.duration,1788182404331000000,1788182464279000000,0
cacheStateStorage.get.counter,1788182404331000000,1788182464279000000,0
cacheStateStorage.set.counter,1788182404331000000,1788182464279000000,9
DiskQueryRelay.taskWaitingTotalTimeUs,1788182404331000000,1788182464279000000,6934
LowMemory.gcLoad,1788182404331000000,1788182464279000000,0.0
writeAction.wait.ms,1788182404331000000,1788182464279000000,7
DiskQueryRelay.tasksExecuted,1788182404331000000,1788182464279000000,36
DiskQueryRelay.taskExecutionTotalTimeUs,1788182404331000000,1788182464279000000,5545
writeAction.count,1788182404331000000,1788182464279000000,3
LowMemory.gcOverloaded,1788182404331000000,1788182464279000000,0
writeAction.max.wait.ms,1788182404331000000,1788182464279000000,98
writeAction.median.wait.ms,1788182404331000000,1788182464279000000,100
DiskQueryRelay.tasksRequested,1788182404331000000,1788182464279000000,36
ReadAction.executionsCount,1788182404331000000,1788182464279000000,1473
AWTEventQueue.dispatchTimeTotalNS,1788182404331000000,1788182464279000000,2104683840
AWTEventQueue.eventsDispatched,1788182404331000000,1788182464279000000,0
FlushQueue.executionTimeMaxNs,1788182404331000000,1788182464279000000,0
FlushQueue.tasksExecuted,1788182404331000000,1788182464279000000,0
FlushQueue.executionTime90PNs,1788182404331000000,1788182464279000000,0
FlushQueue.queueSize90P,1788182404331000000,1788182464279000000,0
AWTEventQueue.dispatchTimeMaxNs,1788182404331000000,1788182464279000000,0
FlushQueue.waitingTime90PNs,1788182404331000000,1788182464279000000,0
NonBlockingReadAction.failedExecutionsCount,1788182404331000000,1788182464279000000,0
NonBlockingReadAction.finalizedExecutionsCount,1788182404331000000,1788182464279000000,14
FlushQueue.queueSizeAvg,1788182404331000000,1788182464279000000,0.0
FlushQueue.waitingTimeMaxNs,1788182404331000000,1788182464279000000,0
FlushQueue.waitingTimeAvgNs,1788182404331000000,1788182464279000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1788182404331000000,1788182464279000000,0
FlushQueue.queueSizeMax,1788182404331000000,1788182464279000000,0
WriteAction.executionsCount,1788182404331000000,1788182464279000000,3
AWTEventQueue.dispatchTimeAvgNs,1788182404331000000,1788182464279000000,0.0
AWTEventQueue.dispatchTime90PNs,1788182404331000000,1788182464279000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1788182404331000000,1788182464279000000,10610
FlushQueue.executionTimeAvgNs,1788182404331000000,1788182464279000000,0.0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.commit.ms,1788182404331000000,1788182464279000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1788182404331000000,1788182464279000000,0
Indexing.cache.totalCacheMisses,1788182404331000000,1788182464279000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1788182404331000000,1788182464279000000,0
Indexes.allKeys.lookupDurationMaxMs,1788182404331000000,1788182464279000000,0.0
Indexes.entries.lookupDurationMaxMs,1788182404331000000,1788182464279000000,0.0
Indexing.writesQueuedMax,1788182404331000000,1788182464279000000,0
Indexes.allKeys.lookups,1788182404331000000,1788182464279000000,1
Indexing.cache.totalCacheAccesses,1788182404331000000,1788182464279000000,0
Indexing.totalTimeIndexersSleptMs,1788182404331000000,1788182464279000000,0
Indexes.stubs.lookupDuration90PMs,1788182404331000000,1788182464279000000,0.0
Indexing.writesQueuedMin,1788182404331000000,1788182464279000000,9223372036854775807
Indexes.entries.lookupDurationAvgMs,1788182404331000000,1788182464279000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1788182404331000000,1788182464279000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1788182404331000000,1788182464279000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1788182404331000000,1788182464279000000,0
Indexes.allKeys.lookupDuration90PMs,1788182404331000000,1788182464279000000,0.0
Indexes.entries.lookups,1788182404331000000,1788182464279000000,0
Indexing.cache.totalCacheEvicted,1788182404331000000,1788182464279000000,0
Indexes.stubs.lookupDurationAvgMs,1788182404331000000,1788182464279000000,0.0
Indexes.stubs.lookupDurationMaxMs,1788182404331000000,1788182464279000000,0.0
Indexes.stubs.lookups,1788182404331000000,1788182464279000000,0
Indexes.entries.lookupDuration90PMs,1788182404331000000,1788182464279000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1788182404331000000,1788182464279000000,0.0
workspaceModel.orphan.listener.update.ms,1788182404331000000,1788182464279000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1788182404331000000,1788182464279000000,0
jps.save.global.entities.ms,1788182404331000000,1788182464279000000,7
workspaceModel.mutableEntityStorage.remove.entity.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1788182404331000000,1788182464279000000,0
workspaceModel.global.updates.count,1788182404331000000,1788182464279000000,0
jps.facet.change.listener.process.change.events.ms,1788182404331000000,1788182464279000000,0
jps.artifact.entities.serializer.load.entities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1788182404331000000,1788182464279000000,0
jps.project.serializers.save.ms,1788182404331000000,1788182464279000000,2
jps.storage.jps.conf.reader.load.component.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1788182404331000000,1788182464279000000,0
workspaceModel.load.cache.metadata.from.file.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1788182404331000000,1788182464279000000,0
workspaceModel.do.save.caches.ms,1788182404331000000,1788182464279000000,22
jps.facet.change.listener.before.change.events.ms,1788182404331000000,1788182464279000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1788182404331000000,1788182464279000000,0
jps.app.storage.content.reader.load.component.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1788182404331000000,1788182464279000000,2
jps.global.handle.before.change.events.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1788182404331000000,1788182464279000000,0
workspaceModel.sync.entities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.global.updates.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1788182404331000000,1788182464279000000,0
jps.facet.change.listener.init.bridge.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.instances.count,1788182404331000000,1788182464279000000,5
workspaceModel.delayed.project.synchronizer.sync.ms,1788182404331000000,1788182464279000000,194307
workspaceModel.mutableEntityStorage.entities.by.source.ms,1788182404331000000,1788182464279000000,0
jps.global.handle.changed.events.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1788182404331000000,1788182464279000000,0
jps.reload.project.entities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleBridge.before.changed.ms,1788182404331000000,1788182464279000000,0
jps.global.get.library.by.name.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1788182404331000000,1788182464279000000,0
jps.load.project.to.empty.storage.ms,1788182404331000000,1788182464279000000,0
jps.app.storage.content.writer.save.component.ms,1788182404331000000,1788182464279000000,2
jps.apply.loaded.storage.ms,1788182404331000000,1788182464279000000,194156
workspaceModel.moduleBridge.update.option.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1788182404331000000,1788182464279000000,0
jps.library.entities.serializer.load.entities.ms,1788182404331000000,1788182464279000000,0
jps.global.initialize.library.bridges.ms,1788182404331000000,1788182464279000000,0
jps.global.initialize.library.bridges.after.loading.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.entities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1788182404331000000,1788182464279000000,0
jps.global.get.libraries.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1788182404331000000,1788182464279000000,0
jps.module.iml.entities.serializer.load.entities.ms,1788182404331000000,1788182464279000000,0
jps.global.get.library.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1788182404331000000,1788182464279000000,0
jps.module.iml.entities.serializer.save.entities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.save.cache.to.file.ms,1788182404331000000,1788182464279000000,18
jps.save.changed.project.entities.ms,1788182404331000000,1788182464279000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1788182404331000000,1788182464279000000,0
workspaceModel.global.apply.state.to.project.ms,1788182404331000000,1788182464279000000,0
jps.artifact.entities.serializer.save.entities.ms,1788182404331000000,1788182464279000000,0
jps.load.initial.state.ms,1788182404331000000,1788182464279000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1788182404331000000,1788182464279000000,0
jps.project.serializers.load.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1788182404331000000,1788182464279000000,0
workspaceModel.load.cache.from.file.ms,1788182404331000000,1788182464279000000,0
jps.library.entities.serializer.save.entities.ms,1788182404331000000,1788182464279000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1788182404331000000,1788182464279000000,0
JVM.totalDirectByteBuffersBytes,1788182404331000000,1788182464279000000,1124360
OS.loadAverage,1788182404331000000,1788182464279000000,14.93505859375
JVM.maxThreadCount,1788182404331000000,1788182464279000000,70
MEM.ramPlusSwapMinusFileMappingsBytes,1788182404331000000,1788182464279000000,1256660992
JVM.GC.collectionTimesMs,1788182404331000000,1788182464279000000,337
JVM.totalTimeToSafepointsMs,1788182404331000000,1788182464279000000,0
MEM.ramBytes,1788182404331000000,1788182464279000000,1400225792
MEM.fileMappingsRamBytes,1788182404331000000,1788182464279000000,387997696
JVM.maxHeapBytes,1788182404331000000,1788182464279000000,2147483648
JVM.totalTimeAtSafepointsMs,1788182404331000000,1788182464279000000,338
JVM.totalSafepointCount,1788182404331000000,1788182464279000000,2
JVM.newThreadsCount,1788182404331000000,1788182464279000000,15
JVM.usedNativeBytes,1788182404331000000,1788182464279000000,387865104
JVM.totalCpuTimeMs,1788182404331000000,1788182464279000000,11082
JVM.GC.collections,1788182404331000000,1788182464279000000,2
MEM.ramMinusFileMappingsBytes,1788182404331000000,1788182464279000000,943255552
JVM.threadCount,1788182404331000000,1788182464279000000,61
JVM.usedHeapBytes,1788182404331000000,1788182464279000000,345543688
JVM.totalBytesAllocated,1788182404331000000,1788182464279000000,124177736
JVM.committedHeapBytes,1788182404331000000,1788182464279000000,580911104
VFS.cache.directoriesCreated,1788182464279000000,1788182524278000000,0
VFS.cache.segmentsCreated,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsReadSize,1788182464279000000,1788182524278000000,0
VFS.fileChildByName,1788182464279000000,1788182524278000000,252
VFS.cache.segments,1788182464279000000,1788182524278000000,8.0
FileNameCache.totalMisses,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsStoredSize,1788182464279000000,1788182524278000000,0
VFS.rootsCount,1788182464279000000,1788182524278000000,9.0
VFS.contentStorage.recordsRead,1788182464279000000,1788182524278000000,0
VFS.invertedFileNameIndex.requests,1788182464279000000,1788182524278000000,0
VFS.fileByIdCache.misses,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsUncompressedSize,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsDeduplicated,1788182464279000000,1788182524278000000,0
VFS.folderCaseSensitivityReads,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsReadDecompressed,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsStored,1788182464279000000,1788182524278000000,0
VFS.cache.filesCreated,1788182464279000000,1788182524278000000,19
FileNameCache.queries,1788182464279000000,1788182524278000000,0
VFS.contentStorage.recordsStoredCompressed,1788182464279000000,1788182524278000000,0
VFS.fileByIdCache.hits,1788182464279000000,1788182524278000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1788182464279000000,1788182524278000000,69062
DirectByteBufferAllocator.disposed,1788182464279000000,1788182524278000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1788182464279000000,1788182524278000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1788182464279000000,1788182524278000000,16384
FilePageCache.maxRegisteredFiles,1788182464279000000,1788182524278000000,685
StreamlinedBlobStorage.recordsDeleted,1788182464279000000,1788182524278000000,0
FilePageCache.pageLoads,1788182464279000000,1788182524278000000,2
StreamlinedBlobStorage.recordsRelocated,1788182464279000000,1788182524278000000,0
MappedFileStorage.totalPagesMapped,1788182464279000000,1788182524278000000,16
StreamlinedBlobStorage.recordsAllocated,1788182464279000000,1788182524278000000,0
FilePageCache.totalPageLoadsUs,1788182464279000000,1788182524278000000,337
FilePageCache.pageLoadsAboveSizeThreshold,1788182464279000000,1788182524278000000,0
FilePageCache.capacityInBytes,1788182464279000000,1788182524278000000,629145600
FilePageCache.maxCacheSizeInBytes,1788182464279000000,1788182524278000000,278937600
FilePageCache.disposedBuffers,1788182464279000000,1788182524278000000,0
MappedFileStorage.totalBytesMapped,1788182464279000000,1788182524278000000,202637312
FilePageCache.uncachedFileAccess,1788182464279000000,1788182524278000000,4
FileChannelInterruptsRetryer.totalRetriedAttempts,1788182464279000000,1788182524278000000,0
FilePageCache.pageHits,1788182464279000000,1788182524278000000,0
MappedFileStorage.storages,1788182464279000000,1788182524278000000,16
FilePageCache.totalPageDisposalsUs,1788182464279000000,1788182524278000000,2
DirectByteBufferAllocator.misses,1788182464279000000,1788182524278000000,2
StorageLockContext.competingThreads.avg,1788182464279000000,1788182524278000000,0.0
StorageLockContext.competingThreads.90P,1788182464279000000,1788182524278000000,0
DirectByteBufferAllocator.hits,1788182464279000000,1788182524278000000,0
FilePageCache.pageFastCacheHits,1788182464279000000,1788182524278000000,18
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1788182464279000000,1788182524278000000,0
DirectByteBufferAllocator.reclaimed,1788182464279000000,1788182524278000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1788182464279000000,1788182524278000000,41959424
StorageLockContext.competingThreads.max,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1788182464279000000,1788182524278000000,0
workspaceModel.check.recursive.update.ms,1788182464279000000,1788182524278000000,0
workspaceModel.updates.count,1788182464279000000,1788182524278000000,0
workspaceModel.full.replace.project.model.ms,1788182464279000000,1788182524278000000,0
workspaceModel.pre.handlers.ms,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1788182464279000000,1788182524278000000,0
workspaceModel.init.bridges.ms,1788182464279000000,1788182524278000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValue.total.get.count,1788182464279000000,1788182524278000000,2
workspaceModel.to.snapshot.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValue.calculated.count,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1788182464279000000,1788182524278000000,0
workspaceModel.updates.precise.ms,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.instances.count,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1788182464279000000,1788182524278000000,0
workspaceModel.on.changed.ms,1788182464279000000,1788182524278000000,0
workspaceModel.replace.project.model.ms,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValue.from.cache.count,1788182464279000000,1788182524278000000,2
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValue.clear.count,1788182464279000000,1788182524278000000,0
workspaceModel.collect.changes.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1788182464279000000,1788182524278000000,0
workspaceModel.loading.total.ms,1788182464279000000,1788182524278000000,0
workspaceModel.loading.from.cache.ms,1788182464279000000,1788182524278000000,0
workspaceModel.updates.ms,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.init.ms,1788182464279000000,1788182524278000000,0
workspaceModel.initializing.ms,1788182464279000000,1788182524278000000,0
workspaceModel.cachedValueWithParameters.clear.count,1788182464279000000,1788182524278000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1788182464279000000,1788182524278000000,0
workspaceModel.on.before.changed.ms,1788182464279000000,1788182524278000000,0
workspaceModel.update.unloaded.entities.ms,1788182464279000000,1788182524278000000,0
cacheStateStorage.set.duration,1788182464279000000,1788182524278000000,1
cacheStateStorage.get.duration,1788182464279000000,1788182524278000000,0
cacheStateStorage.get.counter,1788182464279000000,1788182524278000000,0
cacheStateStorage.set.counter,1788182464279000000,1788182524278000000,9
DiskQueryRelay.taskWaitingTotalTimeUs,1788182464279000000,1788182524278000000,3617
LowMemory.gcLoad,1788182464279000000,1788182524278000000,0.0015809502606616728
writeAction.wait.ms,1788182464279000000,1788182524278000000,0
DiskQueryRelay.tasksExecuted,1788182464279000000,1788182524278000000,19
DiskQueryRelay.taskExecutionTotalTimeUs,1788182464279000000,1788182524278000000,3559
writeAction.count,1788182464279000000,1788182524278000000,1
LowMemory.gcOverloaded,1788182464279000000,1788182524278000000,0
writeAction.max.wait.ms,1788182464279000000,1788182524278000000,98
writeAction.median.wait.ms,1788182464279000000,1788182524278000000,100
DiskQueryRelay.tasksRequested,1788182464279000000,1788182524278000000,19
ReadAction.executionsCount,1788182464279000000,1788182524278000000,1543
AWTEventQueue.dispatchTimeTotalNS,1788182464279000000,1788182524278000000,2206207455
AWTEventQueue.eventsDispatched,1788182464279000000,1788182524278000000,0
FlushQueue.executionTimeMaxNs,1788182464279000000,1788182524278000000,0
FlushQueue.tasksExecuted,1788182464279000000,1788182524278000000,0
FlushQueue.executionTime90PNs,1788182464279000000,1788182524278000000,0
FlushQueue.queueSize90P,1788182464279000000,1788182524278000000,0
AWTEventQueue.dispatchTimeMaxNs,1788182464279000000,1788182524278000000,0
FlushQueue.waitingTime90PNs,1788182464279000000,1788182524278000000,0
NonBlockingReadAction.failedExecutionsCount,1788182464279000000,1788182524278000000,0
NonBlockingReadAction.finalizedExecutionsCount,1788182464279000000,1788182524278000000,16
FlushQueue.queueSizeAvg,1788182464279000000,1788182524278000000,0.0
FlushQueue.waitingTimeMaxNs,1788182464279000000,1788182524278000000,0
FlushQueue.waitingTimeAvgNs,1788182464279000000,1788182524278000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1788182464279000000,1788182524278000000,0
FlushQueue.queueSizeMax,1788182464279000000,1788182524278000000,0
